%LAMBDA	Hb02 mm-1/mM	Hb mm-1/mM	H20 1/mm	fat  (mm-1 )  Hb-Met(mm-1/mM)  Hb-CO (mm-1/mM) evans blue(mm-1/mM) Meth Blue (mm-1/mM)			
776	0.178	0.299	0.0027515	0.000225531	0.325	0.0017	-0.015485085	0.0303996
778	0.18	0.285	0.0027275	0.00016851	0.331	0.0017	-0.014113398	0.02303
780	0.183	0.273	0.0026862	0.000122892	0.338	0.0017	-0.014675304	0.043757
782	0.185	0.262	0.0026449	0.000100048	0.345	0.0017	-0.016369249	0.043757
784	0.188	0.253	0.0025978	7.83E-05	0.351	0.0017	-0.012088929	0.043757
786	0.19	0.245	0.0025503	5.90E-05	0.357	0.0017	-0.013006136	0.043757
788	0.193	0.238	0.0025067	4.56E-05	0.364	0.0016	-0.014543091	0.0080605
790	0.196	0.233	0.002465	4.59E-05	0.371	0.0016	-0.013667213	0.0080605
792	0.198	0.228	0.0024226	4.61E-05	0.377	0.0016	-0.014510047	0.0080605
794	0.201	0.223	0.0023792	4.61E-05	0.385	0.0016	-0.013030944	0.0234906
796	0.203	0.219	0.002336	5.07E-05	0.392	0.0016	-0.014427429	0.0234906
798	0.206	0.216	0.0022939	6.76E-05	0.398	0.0016	-0.013617638	0
800	0.208	0.215	0.0022518	8.46E-05	0.406	0.0015	-0.013625904	0
802	0.21127	0.2141	0.0022289	0.000101948	0.4067	0.00126	-0.011973268	0
804	0.21453	0.2132	0.0022099	0.000121812	0.4074	0.00102	-0.012708697	0
806	0.21734	0.21235	0.0021984	0.000149657	0.41078	8.94E-04	-0.008841538	0
808	0.21968	0.21155	0.002193	0.000176732	0.41683	8.83E-04	-0.011973278	0
810	0.22202	0.21075	0.0021932	0.000201226	0.42289	8.72E-04	-0.014179544	0
812	0.22437	0.20995	0.0022081	0.000226411	0.42895	8.60E-04	-0.009238168	0
814	0.22671	0.20915	0.002223	0.000254116	0.43501	8.49E-04	-0.008147438	0
816	0.22905	0.20835	0.0022627	0.000280801	0.44107	8.37E-04	-0.007858224	0
818	0.2314	0.20755	0.0023025	0.000303295	0.44712	8.26E-04	-0.009973607	0
820	0.23374	0.20675	0.0023675	0.000327299	0.45318	8.14E-04	-0.007742553	0
822	0.23608	0.20595	0.0024422	0.000358135	0.45924	8.03E-04	-0.009659605	0
824	0.23842	0.20515	0.0025603	0.00038638	0.46529	7.92E-04	-0.005866819	0
826	0.24077	0.20435	0.0027326	0.000401612	0.47135	7.80E-04	-0.005164444	0
828	0.24311	0.20355	0.0029212	0.000414935	0.47741	7.69E-04	-0.00263592	0
830	0.24545	0.20275	0.0031921	0.000417535	0.48347	7.57E-04	-0.00493308	0
832	0.2478	0.20195	0.0034629	0.000416695	0.48952	7.46E-04	-0.002231034	0
834	0.25014	0.20115	0.0036191	0.000394001	0.49558	7.34E-04	-0.00289209	0
836	0.25248	0.20035	0.0037608	0.000372347	0.50164	7.23E-04	-0.003511828	0
838	0.25482	0.19955	0.0038604	0.000358145	0.50769	7.12E-04	-0.005147942	0
840	0.25717	0.19875	0.003933	0.000343182	0.51375	7.00E-04	0.000272692	0
842	0.25917	0.19955	0.0040004	0.000321868	0.51855	6.60E-04	-2.47875E-05	0
844	0.26117	0.20035	0.0040571	0.000301314	0.52335	6.20E-04	0.00059495	0
846	0.26305	0.20098	0.0041131	0.000288352	0.52798	5.97E-04	0.001074208	0
848	0.26482	0.20144	0.0041565	0.00027636	0.53243	5.92E-04	-0.001809637	0
850	0.2666	0.20189	0.0041999	0.00027636	0.53689	5.86E-04	0	0
852	0.26837	0.20235	0.0042426	0.00027636	0.54135	5.80E-04	0	0
854	0.27014	0.20281	0.0042851	0.00027636	0.54581	5.74E-04	0	0
856	0.27191	0.20326	0.0043369	0.00027687	0.55027	5.69E-04	0	0
858	0.27368	0.20372	0.0043981	0.000288002	0.55472	5.63E-04	0	0
860	0.27545	0.20418	0.0044566	0.000300204	0.55918	5.57E-04	0	0
862	0.27722	0.20464	0.004506	0.000346042	0.56364	5.52E-04	0	0
864	0.279	0.20509	0.0045555	0.000392411	0.56809	5.46E-04	0	0
866	0.28077	0.20555	0.0046257	0.000472565	0.57255	5.40E-04	0	0
868	0.28254	0.20601	0.0046971	0.00055273	0.57701	5.34E-04	0	0
870	0.28431	0.20646	0.0047756	0.000645186	0.58147	5.29E-04	0	0
872	0.28608	0.20692	0.0048577	0.000737653	0.58592	5.23E-04	0	0
874	0.28785	0.20738	0.0049495	0.0008876	0.59038	5.17E-04	0	0
876	0.28962	0.20784	0.0050566	0.001038387	0.59484	5.12E-04	0	0
878	0.2914	0.20829	0.0051644	0.00127863	0.59929	5.06E-04	0	0
880	0.29317	0.20875	0.0052783	0.001521574	0.60375	5.00E-04	0	0
882	0.29425	0.20983	0.0053922	0.001864436	0.60817	4.83E-04	0	0
884	0.29533	0.21092	0.005497	0.002212199	0.61258	4.67E-04	0	0
886	0.29642	0.212	0.0056	    0.002680183	0.617	4.50E-04	0	0
888	0.2975	0.21308	0.0057182	0.003156169	0.62142	4.33E-04	0	0
890	0.29858	0.21417	0.0058485	0.003676462	0.62583	4.17E-04	0	0
892	0.29967	0.21525	0.0059722	0.004200457	0.63025	4.00E-04	0	0
894	0.30075	0.21633	0.0060786	0.004465905	0.63467	3.83E-04	0	0
896	0.30183	0.21742	0.006185	0.004705548	0.63908	3.67E-04	0	0
898	0.30292	0.2185	0.0062922	0.004741754	0.6435	3.50E-04	0	0
900	0.304	0.21958	0.0063994	0.004753956	0.64792	3.33E-04	0	0
902	0.30508	0.22067	0.0065231	0.004896282	0.65233	3.17E-04	0	0
904	0.30617	0.22175	0.0066532	0.005056711	0.65675	3.00E-04	0	0
906	0.30642	0.22113	0.0067955	0.005479287	0.66075	3.00E-04	0	0
908	0.30667	0.2205	0.0069531	0.005943271	0.66475	3.00E-04	0	0
910	0.30692	0.21987	0.0071212	0.006654499	0.66875	3.00E-04	0	0
912	0.30717	0.21925	0.0073413	0.007409835	0.67275	3.00E-04	0	0
914	0.30742	0.21863	0.0075615	0.008132265	0.67675	3.00E-04	0	0
916	0.30767	0.218	0.0078922	0.008847994	0.68075	3.00E-04	0	0
918	0.30792	0.21737	0.0082367	0.009419297	0.68475	3.00E-04	0	0
920	0.30817	0.21675	0.0087093	0.009958494	0.68875	3.00E-04	0	0
922	0.30767	0.21425	0.0092633	0.010470886	0.69205	2.80E-04	0	0
924	0.30717	0.21175	0.0098433	0.010975977	0.69535	2.60E-04	0	0
926	0.30667	0.20925	0.010475	0.011347044	0.69865	2.40E-04	0	0
928	0.30617	0.20675	0.01113	    0.011683105	0.70195	2.20E-04	0	0
930	0.30567	0.20425	0.012188	0.011633096	0.70525	2.00E-04	0	0
932	0.30517	0.20175	0.013246	0.011468066	0.70855	1.80E-04	0	0
934	0.30467	0.19925	0.014419	0.010755938	0.71185	1.60E-04	0	0
936	0.30417	0.19675	0.015625	0.009869378	0.71515	1.40E-04	0	0
938	0.30367	0.19425	0.017071	0.008687065	0.71845	1.20E-04	0	0
940	0.30317	0.19175	0.018757	0.007401633	0.72175	1.00E-04	0	0
942	0.30207	0.18705	0.02044	    0.006201817	0.72355	9.00E-05	0	0
